year,month,hou,1000hPa_air,850hPa_air,1000hPa_rhum,850hPa_rhum,1000hPa_wind,850hPa_wind,1000hPa_azimuth,850hPa_azimuth,1000hPa_number,850hPa_number,850hPa_omega
2021,1,1,9.87974548339846,6.28664855957034,43.4125574111938,20.6854224681854,2.87625722692341,5.50914746926359,49.571171202242,83.9909697213993,3,4,0.0444330254992897
2021,1,2,10.6010147094727,9.35616912841799,86.1742683410644,98.4052101135254,3.38811999720461,6.3966615893497,41.0814065654069,178.820783651795,2,7,-0.0648356365546995
2021,1,3,9.34485168457033,6.53342590332034,75.9771999359131,68.4315650939941,3.46805484474511,2.20083384044995,36.3086607880972,211.667540264063,2,8,0.0250611740330098
2021,1,4,8.91682434082034,4.75105743408205,75.9738437652588,88.4187480926514,3.17945324883434,2.9463032440038,43.5072431402342,248.424446325233,2,9,-0.00708714836093337
2021,1,5,4.99859619140627,1.27883148193362,49.2835201263428,44.4995911836624,4.48105066255316,4.66134040409402,19.5747534852312,48.9665693108518,2,3,0.0231798691046693
2021,1,6,13.5786885579427,6.73342285156252,47.8387800057729,44.7246565818787,1.91025235324967,2.62299424951661,82.2736126733502,160.01115491954,4,6,0.0384580716129356
2021,2,1,4.45700836181643,2.9166198730469,41.2340146064758,88.7385082244873,4.45055390924736,3.12821900840837,29.48190658406,183.65914013249,2,7,0.0186635418248358
2021,2,2,9.05769195556643,5.43939514160158,61.2941410064697,80.8075046539307,3.86682713667913,4.86630203654363,50.3142255326564,130.424594225148,3,5,-0.0162948155801847
2021,2,3,17.1477355957031,10.1577957153321,78.1865961074829,91.7916389465332,2.90069616174762,9.58106771444597,145.506908371928,207.5224318968,6,8,-0.0129283938399995
2021,2,4,9.24415740966799,2.56843109130862,45.3548089981079,48.9005908966064,5.09680217887953,9.23070638660796,81.7420151887977,82.5587610008492,4,4,0.0223634842543112
2021,2,5,9.20383911132815,1.97619476318362,36.6495656013489,29.1708828926086,3.6316240053951,6.09301814174382,29.6244803326998,51.0649461973006,2,3,0.0464171610910025
2021,2,6,9.94672800699872,2.78791453043622,29.5336147944132,22.9110573132833,3.89702821515912,8.25327592952089,12.6765510257553,15.7332417334401,1,2,0.109764343910552
2021,3,1,11.716928100586,6.1373489379883,31.1857028007507,26.4939169883728,3.69616599285228,5.32845298033798,56.6055299892831,102.006121985731,3,4,0.0502354879227283
2021,3,2,14.8505310058594,8.12330322265627,34.4970942497253,27.1864184379578,1.73340695664691,5.62104974670158,62.4543447960835,37.6638540799786,3,2,0.0713189705957981
2021,3,3,18.873178100586,10.2203033447266,63.560542678833,71.1787492752075,3.20428413956464,7.30436270829841,135.199982166906,159.764168678344,6,6,0.0103938084414687
2021,3,4,21.4515731811524,13.2004257202149,83.5597547531128,90.5696908950806,3.63604266933417,9.47536767774934,155.161150703425,208.132708618949,6,8,-0.0391001356245019
2021,3,5,17.8922576904297,13.3568740844727,89.5917598724365,96.6148448944092,3.03592655390023,7.72430117029935,87.5595186259785,190.334378365188,4,7,-0.0837761765791842
2021,3,6,20.4815485636393,13.9551012674968,83.8772802352905,90.9876446723938,2.92079605310276,6.61861363889828,116.570600267963,243.650788890239,5,9,0.0188331462359799
2021,4,1,22.8045150756836,16.5368057250977,81.5785591125488,76.8546314239502,5.40858862673421,12.1044338817457,151.404439698062,212.200382002013,6,8,-0.0103805446194556
2021,4,2,12.9581481933594,13.5556549072266,93.4071292877197,101.03796005249,2.73741399499577,6.51080984129409,32.9207115177469,240.011002767386,2,9,-0.0333203567731039
2021,4,3,21.3085098266602,14.7428054809571,90.8691757202148,95.2230674743652,2.63331863389726,6.65327961921366,105.453749937619,205.952830573633,5,8,-0.0565235874452814
2021,4,4,24.9146530151367,16.9120376586914,81.5804332733154,80.3463163375854,2.85143517289306,9.74145056788609,157.056195012607,210.827611184962,6,8,-0.0426617267892002
2021,4,5,25.7876937866211,17.4123138427735,82.3389083862305,89.4000375747681,4.68461177756735,11.4627468265492,172.58751914319,211.894784532224,7,8,-0.0457208139302339
2021,4,6,26.2021789550781,18.7525756835938,83.0116439819336,79.062034034729,2.54777987372205,4.4096423162596,109.977101915847,192.125421099084,5,7,-0.0029252515960208
2021,5,1,26.6514663696289,16.2943237304688,76.1488418579102,92.8557792663574,5.39967068213969,12.3633037907556,170.375820508282,190.536338795519,7,7,0.00468051889631224
2021,5,2,26.4421600341797,17.2200164794922,79.5779010772705,92.4101448059082,3.80627927753801,7.53798755833615,193.355500171727,223.290923606797,7,8,-0.0116694043019365
2021,5,3,24.7201766967774,16.4843048095703,89.6307411193848,90.2642902374268,3.4089268438805,7.2365111141007,146.691139070866,186.551114465916,6,7,-0.0316168864399861
2021,5,4,28.5596160888672,18.3595581054688,73.5149394989014,89.9275936126709,4.27164820335657,8.1764819007257,180.662477120622,208.656832915992,7,8,0.00269566466569833
2021,5,5,28.0133499145508,18.5088745117188,76.380002784729,88.5311309814453,2.65874786872455,4.96743262012795,205.099240578967,221.152772771579,8,8,-0.031290656449311
2021,5,6,26.6034535725912,17.2215896606446,75.3380899429321,84.2755606969198,2.50761669324171,5.26030786250915,70.0062013325755,81.6151047131002,3,4,-0.0220134304754005
2021,6,1,29.5449935913086,19.5815689086914,56.6773733139038,70.1776020050049,2.31565923193492,4.77209449456895,67.1136323408187,70.9133723385092,3,3,0.00821572036360872
2021,6,2,29.5529647827149,20.8494430541992,79.9127235412598,81.5077928543091,2.18946312717783,4.62023839036407,179.46430736208,210.477384451652,7,8,-0.066381889197744
2021,6,3,29.5314254760742,21.2261154174805,86.6764110565186,86.6389366149902,2.97370015241593,7.37045942810049,151.283397383247,183.948958232492,6,7,-0.0385589080703782
2021,6,4,28.8837753295899,20.7478332519531,89.0285640716553,89.7285884857178,4.2042976204257,10.1474696519179,192.775426639813,233.223171039612,7,9,-0.0423732133556643
