year,month,hou,1000hPa_rhum,925hPa_rhum,850hPa_rhum
2000,1,1,86.6625152587891,69.7250143051147,55.4250104904175
2000,1,2,92.2875152587891,88.7000152587891,75.3500127792358
2000,1,3,94.1750152587891,92.5750152587891,77.9125133514404
2000,1,4,85.0500150680542,77.8500135421753,46.5875074386597
2000,1,5,91.5375152587891,87.8125152587891,71.2125114440918
2000,1,6,82.3125152587891,77.5416816075643,41.010422706604
2000,2,1,85.2750152587891,80.1500144958496,71.2375127792358
2000,2,2,82.5875152587891,70.0125146865845,38.7000051498413
2000,2,3,84.0125152587891,64.1125122070312,55.6000101089478
2000,2,4,87.8125152587891,71.7875123977661,65.2000104904175
2000,2,5,80.6625152587891,64.7875127792358,45.8000068664551
2000,2,6,70.9843890666962,49.2343835830688,36.9218792915344
2000,3,1,87.7250152587891,68.7875122070313,63.9375116348267
2000,3,2,81.6500152587891,53.2625089645386,52.0750085830689
2000,3,3,89.4750152587891,75.7375131607056,75.387513923645
2000,3,4,76.5625152587891,51.3500087738037,31.8250045776367
2000,3,5,74.6875137329102,62.8375101089478,59.3625102996826
2000,3,6,61.7083457310994,38.7083361943563,35.6250027020772
2000,4,1,85.2250150680542,73.7375123977661,72.1500122070313
2000,4,2,74.1875146865845,51.2875078201294,46.3625068664551
2000,4,3,74.1000146865845,54.2625095367432,44.2875061035156
2000,4,4,78.1000150680542,57.2625118255615,48.5000064849853
2000,4,5,69.5750129699707,46.8125061035156,43.2625049591064
2000,4,6,69.9625144958496,50.7125076293945,47.1125070571899
2000,5,1,70.7875146865845,31.3375011444092,30.7125007629395
2000,5,2,78.3125148773193,60.1000112533569,44.9000068664551
2000,5,3,85.4250152587891,60.4250129699707,53.6250118255615
2000,5,4,79.3250148773193,53.0375078201294,37.6750049591064
2000,5,5,75.4500146865845,49.8875066757202,41.9500051498413
2000,5,6,87.8333484331767,74.8437625567118,65.8333449363708
2000,6,1,92.4000152587891,75.9750137329102,73.1250129699707
2000,6,2,90.2625152587891,67.0125123977661,56.8500095367432
2000,6,3,76.2500152587891,49.7250089645386,44.1625072479248
2000,6,4,88.3000152587891,79.1125150680542,75.5750150680542
2000,6,5,92.4000152587891,76.0250148773193,77.2750152587891
