year,month,hou,1000hPa_wind,925hPa_wind,850hPa_wind,1000hPa_azimuth,925hPa_azimuth,850hPa_azimuth,1000hPa_number,925hPa_number,850hPa_number
2000,1,1,2.35118381391401,4.72851179799592,5.44270449629967,102.67121139896,132.357629057049,226.074817252386,4,5,9
2000,1,2,2.52526135384563,4.57829797315431,7.3031448577544,65.7578446663938,131.071451965009,194.691548380311,3,5,7
2000,1,3,2.70841519745059,3.72374349827006,6.29753720547782,80.7349553773516,100.049106156014,236.077886822188,4,4,9
2000,1,4,3.19797537823444,6.0311856946882,4.30764243098313,90.6323763285974,49.4105363081863,165.1255211868,4,3,7
2000,1,5,4.00504255463528,6.94983301530776,7.24695388153432,49.6377296897057,101.080998496788,144.422670356423,3,4,6
2000,1,6,3.9205619328156,6.8844586795926,4.49895609912785,18.8642102997933,50.7222326995071,165.399535345846,2,3,7
2000,2,1,2.92596732326247,2.8381271913334,5.29107878435745,153.761913197475,53.222566025157,243.661830259903,6,3,9
2000,2,2,1.94481159791458,3.80623348748395,5.56605061159259,40.1065603454575,98.9988620217332,173.700896786941,2,4,7
2000,2,3,2.86122302280719,4.27457520891022,4.24380108684194,52.755309938871,82.2003784849173,164.057406982737,3,4,6
2000,2,4,3.24855804768777,5.30262855472896,7.86282763221784,73.2141802956255,105.004861002002,239.449228888791,3,5,9
2000,2,5,4.46471772950842,6.22973104630163,4.81372594528487,19.8805336606807,54.9491176435744,168.896007466527,2,3,7
2000,2,6,2.22196627750682,5.09032931264047,4.07481032620949,31.7673332864444,67.379099904891,92.5652746831639,2,3,4
2000,3,1,1.71061483850039,2.89061653616929,4.78383874223968,47.8643814721683,93.1824972056764,246.699982954125,3,4,9
2000,3,2,3.32042544303294,4.72991093867802,3.10176066773905,35.2707029285204,71.0254172815406,135.564337787073,2,3,6
2000,3,3,2.48725926735841,3.21232013414121,6.0734116269006,41.3025664916394,145.107024980552,251.088540772175,2,6,9
2000,3,4,2.2743385731734,4.55922583648697,6.36566650041664,131.679436528044,155.513025644583,191.689620182008,5,6,7
2000,3,5,2.37047305942297,3.86698419707853,4.14898119616619,95.9066677642596,70.7790281443703,181.041222980906,4,3,7
2000,3,6,2.42309596333639,5.54653886143382,6.66422187757028,174.248082063233,196.815788175245,222.310701481814,7,8,8
2000,4,1,2.96299083825614,4.40731973634007,3.40988195804953,96.8562264845068,59.8362649375009,214.887979914042,4,3,8
2000,4,2,2.07552821601344,3.44104830724351,4.16360708835296,50.3399607127815,102.294677844671,193.620077971752,3,4,7
2000,4,3,2.67335920896444,5.40540887454982,8.21739031745828,227.936381857357,119.490786479605,211.156598898124,9,5,8
2000,4,4,2.40043604867454,5.16162205719502,6.83762681883775,209.523154573436,221.500179390027,264.983001221267,8,8,10
2000,4,5,2.1091055119537,3.60365612829003,5.87131820469959,57.2878993691222,127.791866578159,209.608701672924,3,5,8
2000,4,6,2.0705522867941,3.59977890442172,4.93195491131101,188.189931328647,167.971205784251,247.210441041416,7,7,9
2000,5,1,1.54813970382606,2.77541406372773,2.72437047384694,76.2450275838491,106.659404032713,152.540530714796,4,5,6
2000,5,2,1.82307066697057,3.311738445268,4.23364251762937,113.974142341645,91.2403680868162,154.634912855251,5,4,6
2000,5,3,1.34699913306723,3.17829435783884,3.01956352173695,161.979247592713,177.727780886345,193.64398116914,6,7,7
2000,5,4,1.71656395459008,2.9542745870883,3.53107061185738,199.068517749421,40.865942455798,72.7584263946679,8,2,3
2000,5,5,2.48458863840848,5.77278821451308,6.81383221505037,173.121350618339,179.438107418829,183.271202252382,7,7,7
2000,5,6,1.5446107751455,3.83331153305101,6.01806496497572,124.408944558307,170.963686759032,219.54576147888,5,7,8
2000,6,1,2.91086681149057,6.49038531967172,9.66275738324437,215.624106748388,222.018537843034,236.72691380768,8,8,9
2000,6,2,1.58074862797764,4.39484537365718,7.45220541727773,156.644245729478,194.48027091187,232.487127307429,6,7,9
2000,6,3,1.69193967551217,3.43270824057432,3.91696200573775,171.452877807732,72.600978785245,98.3277640139526,7,3,4
2000,6,4,2.11447662135795,4.04890420769613,4.80356781997228,117.882868519065,136.203000598973,141.787214430342,5,6,6
2000,6,5,5.26917553445004,11.8236073794842,17.2238086728414,182.782492544862,198.49880206443,217.302862132924,7,8,8
2000,6,6,3.26588007857919,7.46004027208963,9.09176167775921,210.779532611021,222.875912380665,234.703791760532,8,8,9
2000,7,1,1.52894391776894,2.95223011720597,3.2475063666481,169.140064548372,125.385726270768,131.380145408074,7,5,5
2000,7,2,2.36976363966468,4.05043795426468,4.58966558069516,106.015518643712,67.7800963344916,70.6685981259305,5,3,3
2000,7,3,2.36939511272106,6.01970646890783,7.74621073062672,179.762796457152,181.242098466566,180.954581772701,7,7,7
2000,7,4,3.43998252822372,7.25883263471083,8.79695214170657,131.98575452159,155.66376944885,169.308815277402,5,6,7
2000,7,5,3.39416074248188,7.4128510478876,7.77620469461382,212.633214694677,225.372034463334,235.379705733858,8,9,9
2000,7,6,2.03969891829083,4.2694757369533,4.34898984181132,230.051367169595,257.572297226424,282.195586182233,9,10,10
2000,8,1,1.70966078137655,3.69797542456105,3.67361843065658,135.576746342737,176.223943263967,188.50951625006,6,7,7
2000,8,2,2.3122272337667,4.24199913955018,3.71715499908381,200.832668605897,227.937263121553,224.416590383677,8,9,8
2000,8,3,1.95034051387341,4.04306282362746,4.26871583740334,211.62810077081,244.155385150148,273.952925687061,8,9,10
2000,8,4,2.08646180301816,4.73356157366001,4.97756153045836,168.184232312655,192.73607607355,208.993904492685,7,7,8
