year,month,hou,首迁期,本候灯下白背飞虱虫量（头）,本侯灯下褐飞虱虫量（头）,本候灯下稻飞虱合计,1000hPa_air,925hPa_air,850hPa_air,1000hPa_omega,925hPa_omega,850hPa_omega,1000hPa_rhum,925hPa_rhum,850hPa_rhum,1000hPa_wind,925hPa_wind,850hPa_wind,1000hPa_azimuth,925hPa_azimuth,850hPa_azimuth,1000hPa_number,925hPa_number,850hPa_number
2010,1,1,2010-06-15,0,0,0,3.24125669449568,1.95750427246094,1.76625357866287,-0.0024395942687988,0.0098228931427001,0.0261353969573975,61.3750114440918,47.9375078201294,40.5750049591064,3.46139636225534,5.07761364022093,4.01060419275913,118.552085330387,139.349526951492,212.170405021779,5,6,8
2010,1,2,2010-06-15,0,0,0,-1.21749424487352,-3.05499118119478,-1.6374954726547,-0.0304270505905151,-0.0198144674301147,-0.0009896039962768,75.7000135421753,80.5000143051147,76.8500144958496,3.51124141801959,4.00947270022457,2.86465791934225,80.9194222714305,108.35181300687,161.858290030066,4,5,6
2010,1,3,2010-06-15,0,0,0,1.95500331670046,0.555007880926132,-1.36624304950237,-0.0016645669937133,0.0046604633331298,0.0328603506088257,55.5875095367432,44.6500059127808,40.5500043869019,2.70439195606724,4.85601497400568,6.94172886787168,152.58582229934,186.104639553954,197.709646047388,6,7,8
2010,1,4,2010-06-15,0,0,0,8.67500319480896,6.03249976038933,4.78750453591347,0.0040229558944702,0.0049731254577636,-7.70807266235352e-05,78.1125152587891,79.8125152587891,66.9000118255615,3.16090327077846,5.30257748086241,6.40459214592698,132.100398975974,160.025106768265,234.890908783049,5,6,9
2010,1,5,2010-06-15,0,0,0,1.80876157283783,-1.24374086968601,-1.46749119013548,0.0073854446411132,0.0272604703903198,0.0497354984283447,55.8750099182129,51.2500080108643,51.6250093460083,3.14269150014248,4.89602086807257,4.39676454499317,115.328249378846,129.753906207898,137.728978456986,5,5,6
2010,1,6,2010-06-15,0,0,0,7.87083981434504,5.48125605781873,3.41771207501491,0.0016438166300455,-0.0129603942235311,-0.0282936692237854,64.031260172526,59.7916762034098,59.9479268391927,3.0393663460276,3.99849891784744,4.39533721203742,106.657215533716,124.750150983756,172.739468050261,5,5,7
2010,2,1,2010-06-15,0,0,0,3.65750570893288,0.557508851587772,-0.804994224011898,0.0115105152130127,0.0338730096817017,0.0496354341506958,81.8500148773193,82.0000150680542,59.9125104904175,2.49602880970767,3.83798178713321,2.81859512800414,58.1750992298455,85.5893138980219,106.999099789424,3,4,5
2010,2,2,2010-06-15,0,0,0,5.86875762939453,3.24250643849373,3.50875551104546,-0.0107895851135254,-0.0611020565032959,-0.104002046585083,94.0625152587891,94.5375152587891,89.4500152587891,4.24162496924271,5.82762993852891,7.44199712949328,67.9148484584073,118.563667651086,188.630379274162,3,5,7
2010,2,3,2010-06-15,0,0,0,-3.11874396800995,-6.30124819278717,-6.77374267578125,-0.0049020051956176,0.0276855945587158,0.0568604230880737,83.4000152587891,80.112513923645,73.7625129699707,2.68274343244253,5.29570683219718,5.34274067031698,28.3886889266245,49.2562861424277,51.654311233998,2,3,3
2010,2,4,2010-06-15,0,0,0,3.12125398814678,1.54000550955534,-1.76374366730452,0.0155353307723999,0.039123010635376,0.0600104331970215,66.2375118255615,51.5250062942505,43.6500051498413,3.23540863115061,4.82338848893603,6.02239401417983,251.42232747254,238.315358339988,252.727304523289,9,9,9
