year,month,hou,首迁期,本候灯下白背飞虱虫量（头）,本侯灯下褐飞虱虫量（头）,本候灯下稻飞虱合计,1000hPa_air,925hPa_air,850hPa_air,1000hPa_omega,925hPa_omega,850hPa_omega,1000hPa_rhum,925hPa_rhum,850hPa_rhum,1000hPa_wind,925hPa_wind,850hPa_wind,1000hPa_azimuth,925hPa_azimuth,850hPa_azimuth,1000hPa_number,925hPa_number,850hPa_number
2021,4,3,2021-03-01,0,1,1,25.0224903106689,20.2062351226807,18.5837375640869,-0.0060875001363456,0.0237124998588115,0.0392499994952232,82.75,79.3,52.1875,4.49242321817277,4.36922904280672,1.74117999239406,108.175885582768,126.447844181085,120.472169858328,5,5,5
2021,4,4,2021-03-01,0,0,0,25.0524936676025,20.5487354278564,17.7324848175049,0.0055374998832121,-0.0043249992188066,-0.0010125001659616,85.3125,79.4,72.65,5.86360874249004,6.4122666762334,2.45396521765407,95.5511043602492,116.137140105215,128.549836440623,4,5,5
2021,4,5,2021-03-01,0,0,0,25.7924900054932,22.3274906158447,18.6099994659424,0.0362250006292015,0.0550625008530915,0.0672750005265698,85.5125,66.9,69.025,4.395818450649,4.54895705949891,1.75050264413932,133.217217645062,159.735343214133,196.390125071878,5,6,8
2021,4,6,2021-03-01,0,1,1,25.2574848175049,21.0524890899658,17.7849964141846,-0.0252375005045906,-0.028324999473989,-0.0214000010862947,87.225,77.6625,75.725,3.58434112972244,3.20306512526799,1.63842148182993,70.1783444231467,100.84250140044,248.64105469517,3,4,9
2021,5,1,2021-03-01,3,0,3,26.383736038208,23.0724994659424,19.1362369537354,-0.0107999997446314,0.0040125002386048,0.0132999995257705,86.15,60.275,60.175,4.33721354248655,4.95566609053955,3.68931918315676,118.941041487522,150.14677981407,187.935000603348,5,6,7
2021,5,2,2021-03-01,0,0,0,27.4537448883057,24.111243057251,20.5124942779541,-0.0106875001918524,0.0250875002122484,0.0370124994544312,79.9625,54.3625,49.425,3.60008341192281,4.28396857853983,2.61158866311356,134.387721012226,166.372320586627,188.896985231249,5,7,7
2021,5,3,2021-03-01,0,0,0,28.3974918365479,25.0249820709229,20.5737369537354,-0.0014999995473772,0.0068374999798834,0.0198499995283782,84.65,65.4875,64.125,4.84180287049759,7.08310565201784,5.6633859337281,159.568137208848,179.708632997669,184.672501657178,6,7,7
2021,5,4,2021-03-01,460,0,460,29.1099933624268,25.5312427520752,21.2024951934814,0.0174875003751367,0.0258124998304993,0.0399500006809831,82.6125,61.4625,59.9375,5.95262180719612,8.28804574420073,6.39468983221549,167.54743238693,185.096627573167,192.907764586284,7,7,7
2021,5,5,2021-03-01,0,0,0,28.4749927520752,24.3049915313721,20.3024875640869,-0.0138625005551148,-0.0252750007435679,-0.0136124996701255,84.95,72.025,66.6625,5.11465070510997,7.16027967803431,6.19749038909151,140.498930356027,156.313078092233,154.251477472586,6,6,6
2021,5,6,2021-03-01,48,0,48,29.3718687693278,25.3833230336507,21.1624863942464,-0.0131666666226617,1.04165519587696e-05,0.0077604162506759,81.3958333333333,67.1770833333333,64.6770833333333,5.79177207602809,8.01040171603598,7.24827009094692,186.810500712922,202.310233739461,212.068387122925,7,8,8
2021,6,1,2021-03-01,0,1,1,29.1874851226807,26.019983291626,21.398743057251,0.0260625004244503,0.0161874998826534,0.0119999999180436,85.2,65.225,68.55,4.02182246117271,5.0959899249091,5.9659139937975,212.876493695947,236.993468882173,251.354257515054,8,9,9
2021,6,2,2021-03-01,0,0,0,28.2037494659424,23.9324939727783,19.4974918365479,-0.0021500007947906,-0.0243375004734844,-0.0316749998833984,84.1125,74.85,77.6875,2.24590888995728,2.46442309941645,2.27962113554626,135.673331116734,154.924459311768,187.273800244847,6,6,7
2021,6,3,2021-03-01,3,0,3,28.5137409210205,23.5812427520752,19.7424915313721,-0.0255499996826984,-0.0838875007349998,-0.100462498655543,82.95,83.2625,79.7125,5.78243230842639,8.30894567541973,7.84166145025015,156.909341982929,168.510115281976,178.036660916417,6,7,7
2021,6,4,2021-03-01,30,2,32,29.7124927520752,25.8124881744385,21.0874897003174,-0.0267125004786067,-0.0367749999975786,-0.0369000001985114,79.925,66.35,68.075,6.52982167640164,8.73696427253492,7.85596943160972,200.129131668396,218.895656607436,232.54725990042,8,8,9
2021,6,5,2021-03-01,12,0,12,29.3062366485596,26.1437381744385,21.431245803833,-0.0100249999668449,-0.0263500004075468,-0.0320250008022413,84.5875,63.725,68.6375,4.60948984771069,6.03588747207079,6.07307734185196,197.191828601126,224.782863686177,242.34170952975,8,8,9
2021,6,6,2021-03-01,11,0,11,29.6574848175049,25.9937412261963,21.4599918365479,0.0030000003520399,-0.0120624998118728,-0.0131624996429309,80.2125,63.6375,65.5875,7.48972955691444,10.3223860219036,9.5735045740326,194.863659137578,216.181892724659,227.321658712421,7,8,9
