year,month,hou,1000hPa_rhum,925hPa_rhum,850hPa_rhum
2000,1,1,79.1125148773193,72.0875150680542,64.3625137329102
2000,1,2,82.9625152587891,75.7625152587891,72.7250148773193
2000,1,3,88.5125152587891,80.0625152587891,79.2125150680542
2000,1,4,76.9625144958496,76.5875150680542,77.5250152587891
2000,1,5,87.9250152587891,88.7750152587891,85.6750152587891
2000,1,6,64.3854293823242,71.031264146169,74.2916814486186
2000,2,1,76.9375146865845,82.4500152587891,85.4125152587891
2000,2,2,69.012513923645,69.5250148773193,73.7500152587891
2000,2,3,79.4500152587891,75.5000152587891,75.9250148773193
2000,2,4,87.0875152587891,86.1875152587891,83.9000152587891
2000,2,5,95.2500152587891,91.4125152587891,88.2625152587891
2000,2,6,85.7343900203705,86.7343902587891,86.3593900203705
2000,3,1,96.1750152587891,91.6000152587891,73.6875129699707
2000,3,2,86.8750152587891,82.0500152587891,72.5250148773193
2000,3,3,91.5875152587891,83.7125152587891,79.4000152587891
2000,3,4,87.4375152587891,80.3375152587891,82.8250152587891
2000,3,5,77.2500150680542,72.5250152587891,80.3125152587891
2000,3,6,68.7083463668823,65.8854293823242,56.0625093777974
2000,4,1,92.8625152587891,78.9625152587891,81.0125152587891
2000,4,2,92.8250152587891,88.8250152587891,85.6000152587891
2000,4,3,90.9000152587891,80.3250150680542,79.2375146865845
2000,4,4,82.0000150680542,76.6250148773193,72.5000133514404
2000,4,5,92.4375152587891,73.5750152587891,74.1250152587891
2000,4,6,93.8500152587891,76.6250152587891,74.5750152587891
2000,5,1,92.6750152587891,75.5375152587891,72.9875152587891
2000,5,2,90.1750152587891,80.5375152587891,81.4750152587891
2000,5,3,92.7875152587891,88.7250152587891,80.9625152587891
2000,5,4,90.9375152587891,83.5375152587891,82.5500152587891
2000,5,5,88.7375152587891,81.5750152587891,78.7375152587891
2000,5,6,91.3125152587891,70.9791819254557,69.7291819254557
2000,6,1,87.4000152587891,68.5375152587891,63.7000150680542
2000,6,2,88.2250152587891,69.5625152587891,65.4750152587891
2000,6,3,87.1625152587891,79.3625152587891,76.0500152587891
2000,6,4,90.1375152587891,79.5250152587891,78.3750152587891
2000,6,5,89.1875152587891,76.0125152587891,68.7500152587891
2000,6,6,86.9125152587891,71.2125152587891,67.0875152587891
2000,7,1,87.5250152587891,73.0500152587891,67.0000152587891
2000,7,2,88.6625152587891,74.3000152587891,69.7000152587891
2000,7,3,90.3000152587891,83.0125152587891,74.6000152587891
2000,7,4,90.3750152587891,85.0500152587891,77.1125152587891
2000,7,5,88.0875152587891,73.1750152587891,70.8000152587891
2000,7,6,87.6250152587891,68.5937652587891,64.5416819254557
2000,8,1,90.0625152587891,75.4625152587891,72.4250152587891
2000,8,2,87.7375152587891,69.5875152587891,70.0500152587891
