year,month,hou,1000hPa_rhum,925hPa_rhum,850hPa_rhum
2000,1,1,83.5500150680542,75.0750137329102,71.0875120162964
2000,1,2,90.9625152587891,86.4250148773193,80.3500137329102
2000,1,3,92.4250152587891,92.0875152587891,81.1750148773193
2000,1,4,76.5625150680542,68.6125122070312,60.3375095367432
2000,1,5,90.1000152587891,86.2125150680542,85.5000152587891
2000,1,6,75.8333485921224,63.7812623977661,51.9687584241231
2000,2,1,84.5375152587891,84.0000152587891,75.2625144958496
2000,2,2,65.7250141143799,56.2375112533569,42.3250049591064
2000,2,3,73.9625144958496,67.837512588501,58.6375091552734
2000,2,4,89.6375152587891,88.2500150680542,81.3000146865845
2000,2,5,83.5625148773193,82.3875144958496,76.6750143051147
2000,2,6,63.8281371593475,55.6406359672546,49.8281328678131
2000,3,1,71.4125133514404,70.0000133514404,66.1375129699707
2000,3,2,67.1125127792358,60.3875112533569,57.037509727478
2000,3,3,80.5375152587891,79.3750150680542,63.8625131607056
2000,3,4,70.087513923645,62.700012588501,51.5250078201294
2000,3,5,64.7500118255615,58.1375093460083,54.5750070571899
2000,3,6,57.6979265213013,43.2708387374878,39.4375049273173
2000,4,1,74.4250143051147,73.1750137329102,66.0000131607056
2000,4,2,64.1500118255615,54.0625099182129,47.3875080108643
2000,4,3,72.3875137329102,60.4250106811523,53.4375089645386
2000,4,4,76.7500143051147,63.1000129699707,52.650008392334
2000,4,5,66.0000120162964,50.5875076293945,40.6250051498413
2000,4,6,61.0625110626221,46.9250068664551,42.7500061035156
2000,5,1,61.8125116348267,43.9500061035156,34.0625030517578
2000,5,2,74.1000137329102,64.5250120162964,54.3750085830688
2000,5,3,77.5500150680542,53.3875120162964,45.6500078201294
2000,5,4,69.5625127792358,46.6750070571899,36.325002861023
2000,5,5,77.0000135421753,65.8500104904175,63.4750108718872
2000,5,6,87.9583485921224,77.5000143051147,65.583345413208
2000,6,1,91.3500152587891,86.4500152587891,79.5500148773193
2000,6,2,85.8375152587891,74.2125144958496,67.3125131607056
2000,6,3,74.1125148773193,62.1000150680542,57.4750127792358
2000,6,4,82.1125148773193,63.9250152587891,54.4875127792358
2000,6,5,93.9500152587891,84.3375152587891,82.9375152587891
2000,6,6,91.0750152587891,73.6875143051147,67.6750127792358
2000,7,1,93.0375152587891,69.8125150680542,64.6375143051147
2000,7,2,89.0625152587891,70.1625152587891,59.2625146865845
2000,7,3,88.9500152587891,71.7250152587891,61.2500144958496
2000,7,4,88.5500152587891,75.7625152587891,74.1000152587891
2000,7,5,90.0875152587891,72.9250152587891,65.6000152587891
2000,7,6,85.9270985921224,61.6666782697042,54.1562592188517
2000,8,1,90.8000152587891,77.2250152587891,69.7750146865845
2000,8,2,92.6625152587891,74.2000152587891,71.3750152587891
2000,8,3,93.6875152587891,78.2125152587891,73.5625152587891
2000,8,4,94.1750152587891,79.0000152587891,72.5875148773193
2000,8,5,89.5875152587891,80.9750152587891,70.1875146865845
2000,8,6,91.4479319254557,82.4687652587891,72.0937643051147
2000,9,1,93.8875152587891,81.3250152587891,79.7750152587891
2000,9,2,86.0250152587891,77.3875152587891,66.8000141143799
2000,9,3,78.2125152587891,62.5000150680542,52.3750099182129
2000,9,4,75.7500146865845,50.2250093460083,48.4750076293945
