year,month,hou,1000hPa_wind,925hPa_wind,850hPa_wind,1000hPa_azimuth,925hPa_azimuth,850hPa_azimuth,1000hPa_number,925hPa_number,850hPa_number
2000,1,1,2.79371094183657,3.67090899032353,4.1331501407608,70.0817402189618,190.171661311539,212.710915208304,3,7,8
2000,1,2,4.51966065401322,5.72861344399933,5.12975972390007,50.7661502470238,90.3788383127315,182.851349925037,3,4,7
2000,1,3,4.44544435375903,5.43057326298872,5.54124964665526,124.902368627452,153.014206672252,225.526960007782,5,6,9
2000,1,4,5.88408859975022,7.37886724861425,4.04840309359349,22.5661837062668,36.8664251641717,229.130726016708,2,2,9
2000,1,5,6.26137804430443,7.88134693539145,5.71169365394542,56.6043825250805,92.6266692300307,145.468212136155,3,4,6
2000,1,6,7.05247876569453,8.42413899035432,4.14642852925184,24.2200828411319,43.8904838463907,116.96006983359,2,2,5
2000,2,1,6.10243943469542,6.00673990157384,3.1543416698662,32.6720330718229,60.6047846337641,202.673819857539,2,3,8
2000,2,2,4.57820824399498,5.25310571049751,4.7745069896941,45.6756784897229,83.2290931011522,174.659125982341,3,4,7
2000,2,3,4.3673514353751,4.54882343637666,3.7794473970747,46.0404948653604,81.5924712980451,220.863284384331,3,4,8
2000,2,4,4.4579115204391,6.41423844605359,7.05934480038249,132.502104621917,153.226670362477,224.763525575582,5,6,8
2000,2,5,7.49325411727953,8.6308122030715,4.17747371246068,37.2265228277,60.8364666606175,127.966816689292,2,3,5
2000,2,6,6.47243202214151,8.51119021402608,5.24671702648239,36.3638574195857,56.3466723720769,92.8685454068493,2,3,4
2000,3,1,4.08994024945665,3.74274652829472,3.32107017411153,50.8627989824819,116.332685906788,221.270087372232,3,5,8
2000,3,2,6.02857180481635,6.99184504106246,4.19648219638223,46.4260464758842,76.6933478478407,112.028669154214,3,4,5
2000,3,3,4.10925987755474,5.01567667238041,5.64620787291851,98.4993443519878,184.849410080692,240.741435223142,4,7,9
2000,3,4,3.78639745032414,5.28651596002036,4.94108964279259,87.493115292511,119.908664935486,152.814196617774,4,5,6
2000,3,5,3.26118621573633,3.66510632079539,3.67406941705499,59.8880480952051,86.0420809255077,243.233185396947,3,4,9
2000,3,6,2.65875373846446,4.51694266948726,5.33476093057478,168.997882655109,182.66719633175,290.121344278378,7,7,11
2000,4,1,4.08891107687046,4.45639505372035,4.19089218141617,41.6067902971196,63.1844144340505,206.363819132963,2,3,8
2000,4,2,3.74911731006171,4.40294902897638,3.81919211328031,50.2303623909808,125.897268320761,176.253285731064,3,5,7
2000,4,3,2.85483903400025,4.36886510242177,6.5486456246069,154.524599170423,176.28755819416,273.283637773689,6,7,10
2000,4,4,2.04253223290366,3.38191553179321,5.16863530060169,133.721961976612,181.366345712961,265.888604514828,5,7,10
2000,4,5,3.31030528034479,5.03126614079418,5.85131258948029,105.244132510448,132.295700611676,184.037182631037,5,5,7
2000,4,6,3.09996911190201,4.76097568006591,5.51822278102931,131.724404030657,230.38547036683,233.792427648239,5,9,9
2000,5,1,2.79854571415557,3.46682548938382,3.17576791932634,88.2519642552122,114.727028245838,143.548816949622,4,5,6
2000,5,2,1.88574666109092,2.72314181044486,3.42822299775996,89.3275168171575,101.621264950753,152.181253405236,4,4,6
2000,5,3,2.06962213825368,2.98818391935638,2.27706945977833,158.707398844991,184.440867176683,171.918093554009,6,7,7
2000,5,4,3.53767249539532,4.76918419545989,4.17274742798048,41.0751178937515,48.1604119904445,45.5849655161855,2,3,3
2000,5,5,3.88398727937793,6.18990554709121,6.2437944416698,105.320433310569,130.65935823554,139.177073556476,5,5,6
2000,5,6,2.9297096834226,5.06505939458794,6.91051042988833,177.176660187377,211.630602853596,242.440764705248,7,8,9
