year,month,hou,air2m
2014,10,4,19.02524452
2014,10,5,15.78125038
2014,10,6,16.28229332
2014,11,1,8.734999251
2014,11,2,10.42500031
2014,11,3,8.194996834
2014,11,4,6.725001585
2014,11,5,10.92500482
2014,11,6,8.366250831
2014,12,1,-2.702500971
2014,12,2,2.849996886
2014,12,3,0.012501504
2014,12,4,-0.03875127
2014,12,5,-0.08750004
2014,12,6,2.749998912
2015,1,1,4.216253722
2015,1,2,1.164994766
2015,1,3,3.757502733
2015,1,4,3.630001792
2015,1,5,3.871252471
2015,1,6,-1.770831851
2015,2,1,-2.777502456
2015,2,2,1.59624934
2015,2,3,8.531247115
2015,2,4,6.694999766
2015,2,5,6.973747355
2015,2,6,4.079171864
2015,3,1,4.286248802
2015,3,2,5.571255475
2015,3,3,11.74875519
2015,3,4,12.8762531
2015,3,5,12.47499886
2015,3,6,17.08749578
2015,4,1,13.6450016
2015,4,2,8.898748994
2015,4,3,13.72624695
2015,4,4,17.03500252
2015,4,5,18.81750526
2015,4,6,21.48624763
2015,5,1,19.97375069
2015,5,2,20.33750038
2015,5,3,21.10625648
2015,5,4,22.65749855
2015,5,5,22.46249733
2015,5,6,24.31458473
2015,6,1,22.76375008
2015,6,2,25.23750038
2015,6,3,25.87500343
2015,6,4,24.46874886
2015,6,5,25.6874958
2015,6,6,26.07500343
2015,7,1,25.25249825
2015,7,2,23.86874733
2015,7,3,27.40500069
2015,7,4,24.30625038
2015,7,5,25.95874672
2015,7,6,26.39895693
2015,8,1,27.08500099
2015,8,2,25.03874855
2015,8,3,25.29249916
2015,8,4,24.58625374
2015,8,5,23.06874886
2015,8,6,23.06250191
2015,9,1,23.19874763
2015,9,2,22.21625099
2015,9,3,19.69625282
2015,9,4,21.97500343
2015,9,5,22.33625221
2015,9,6,21.76374702
2015,10,1,17.9624958
2015,10,2,16.71999702
2015,10,3,16.22249947
2015,10,4,18.21375313
2015,10,5,19.46000252
2015,10,6,11.32187204
2015,11,1,13.08999972
2015,11,2,9.872500801
2015,11,3,10.71375003
2015,11,4,10.55000184
2015,11,5,5.42125107
2015,11,6,2.762498431
2015,12,1,3.042500319
2015,12,2,5.285003597
2015,12,3,3.374996883
2015,12,4,-2.62750399
2015,12,5,4.107499611
2015,12,6,1.961456509
2016,1,1,7.21499486
2016,1,2,2.121249324
2016,1,3,-2.131246918
2016,1,4,0.070001173
2016,1,5,-6.942494859
2016,1,6,0.02916866
2016,2,1,-4.366249052
2016,2,2,7.160002308
2016,2,3,5.864997999
2016,2,4,3.863748157
2016,2,5,6.364999413
2016,2,6,8.51406461
2016,3,1,13.48625064
2016,3,2,7.687497079
2016,3,3,7.842500424
2016,3,4,14.11999855
2016,3,5,9.997499371
2016,3,6,13.26250005
2016,4,1,16.32249794
2016,4,2,18.60749702
2016,4,3,20.43624916
2016,4,4,17.22249641
2016,4,5,18.54249916
2016,4,6,18.59000282
2016,5,1,21.19000282
2016,5,2,17.17499733
2016,5,3,19.82875252
2016,5,4,20.12625008
2016,5,5,20.74249611
2016,5,6,21.74166425
2016,6,1,20.85374794
2016,6,2,22.74750252
2016,6,3,23.6450016
2016,6,4,25.36874733
2016,6,5,25.11749916
2016,6,6,24.65499916
2016,7,1,24.32875557
2016,7,2,25.4775013
2016,7,3,26.17000618
2016,7,4,25.53124733
2016,7,5,27.81499825
2016,7,6,28.19166883
2016,8,1,26.33125191
2016,8,2,26.32625008
2016,8,3,27.5962513
2016,8,4,27.55375099
2016,8,5,26.69999886
2016,8,6,21.49791527
2016,9,1,24.8525013
2016,9,2,24.1437458
2016,9,3,23.41374702
2016,9,4,20.82375221
2016,9,5,22.73500099
2016,9,6,19.6275013
2016,10,1,21.35499916
2016,10,2,17.5812458
2016,10,3,16.79124947
2016,10,4,19.93749886
2016,10,5,15.47375374
2016,10,6,11.56979426
2016,11,1,11.8074954
2016,11,2,9.612503242
2016,11,3,12.92124977
2016,11,4,14.76124611
2016,11,5,-1.604997174
2016,11,6,3.91750022
2016,12,1,7.35124979
2016,12,2,5.997502136
2016,12,3,3.867501913
2016,12,4,6.625001656
2016,12,5,4.334997475
2016,12,6,0.304163837
2017,1,1,7.438748342
2017,1,2,3.682498127
2017,1,3,0.862499959
2017,1,4,0.151251177
2017,1,5,1.741250546
2017,1,6,3.403124824
2017,2,1,2.618746887
2017,2,2,0.561251791
2017,2,3,6.560006849
2017,2,4,10.27250693
2017,2,5,3.461251764
2017,2,6,9.120836099
2017,3,1,8.212500167
2017,3,2,8.936252022
2017,3,3,8.486242795
2017,3,4,9.280005121
2017,3,5,9.37875247
2017,3,6,12.57083189
2017,4,1,16.31250496
2017,4,2,13.85250425
2017,4,3,18.66875191
2017,4,4,19.21499977
2017,4,5,18.33250313
2017,4,6,18.58624763
2017,5,1,19.46500587
2017,5,2,20.60375099
2017,5,3,22.21250038
2017,5,4,22.82374763
2017,5,5,21.57999763
2017,5,6,25.82500013
2017,6,1,23.55249825
2017,6,2,23.10000191
2017,6,3,22.51500435
2017,6,4,25.00375099
2017,6,5,24.56624641
2017,6,6,24.54250526
2017,7,1,25.2762455
2017,7,2,26.08000221
2017,7,3,26.9275013
2017,7,4,26.87875404
2017,7,5,28.57000008
2017,7,6,27.15625699
2017,8,1,27.51000404
2017,8,2,26.9087513
2017,8,3,25.26250191
2017,8,4,25.25874519
2017,8,5,26.44500008
2017,8,6,23.00833066
2017,9,1,22.13124733
2017,9,2,23.01624947
2017,9,3,20.93250008
2017,9,4,22.67749367
2017,9,5,23.72500343
2017,9,6,20.74874611
2017,10,1,16.42749672
2017,10,2,20.85375404
2017,10,3,12.95375404
2017,10,4,13.62375069
2017,10,5,13.56250496
2017,10,6,11.52499696
2017,11,1,11.58875155
2017,11,2,13.36375313
2017,11,3,10.14374723
2017,11,4,5.326249783
2017,11,5,5.213749729
2017,11,6,7.156248652
2017,12,1,2.505001769
2017,12,2,1.121249351
2017,12,3,2.138749641
2017,12,4,-1.878750639
2017,12,5,3.149998425
2017,12,6,4.096875741
2018,1,1,0.100001466
2018,1,2,-4.687500006
2018,1,3,-5.541250519
2018,1,4,1.936251789
2018,1,5,-0.223747326
2018,1,6,-8.585417012
2018,2,1,-7.708747745
2018,2,2,0.853752103
2018,2,3,4.361248854
2018,2,4,5.693749952
2018,2,5,6.778747606
2018,2,6,10.99166807
2018,3,1,10.2662508
2018,3,2,6.586251879
2018,3,3,15.10000343
2018,3,4,6.876254272
2018,3,5,12.95749695
2018,3,6,18.66249784
2018,4,1,15.1025027
2018,4,2,14.88624907
2018,4,3,14.28750496
2018,4,4,19.63999825
2018,4,5,17.5887455
2018,4,6,21.47750282
2018,5,1,19.86499672
2018,5,2,18.36250343
2018,5,3,23.40499763
2018,5,4,22.73250008
2018,5,5,20.79249763
2018,5,6,22.55104129
2018,6,1,23.26374702
2018,6,2,24.31374855
2018,6,3,25.90625191
2018,6,4,25.4700016
2018,6,5,25.82374916
2018,6,6,26.4825016
2018,7,1,26.73624916
2018,7,2,26.60499611
2018,7,3,26.80500069
2018,7,4,27.51000099
2018,7,5,27.4575016
2018,7,6,27.2593797
2018,8,1,26.91375313
2018,8,2,27.65749245
2018,8,3,26.63999519
2018,8,4,25.37249794
2018,8,5,24.11125069
2018,8,6,25.54166349
2018,9,1,24.80874672
2018,9,2,20.29875069
2018,9,3,23.03125343
2018,9,4,23.72124977
2018,9,5,20.13625221
2018,9,6,18.64750252
2018,10,1,16.30750465
2018,10,2,16.71000404
2018,10,3,14.30374947
2018,10,4,14.1575016
2018,10,5,15.41625404
2018,10,6,12.28333473
2018,11,1,14.11000099
2018,11,2,8.952496576
2018,11,3,11.07999914
2018,11,4,7.481248593
2018,11,5,6.748748779
2018,11,6,10.02249794
2018,12,1,8.498753524
2018,12,2,-1.678747619
2018,12,3,-2.913746676
2018,12,4,6.069998204
2018,12,5,5.313749681
2018,12,6,-5.213540098
2019,1,1,-2.408747926
2019,1,2,-0.032505814
2019,1,3,-1.361247292
2019,1,4,0.292498715
2019,1,5,2.566252102
2019,1,6,1.101043906
2019,2,1,3.301248213
2019,2,2,-0.132499695
2019,2,3,0.755001774
2019,2,4,-0.095001255
2019,2,5,3.410000533
2019,2,6,5.154161016
2019,3,1,6.691250706
2019,3,2,8.219999838
2019,3,3,10.17375219
2019,3,4,15.16624336
2019,3,5,9.935000873
2019,3,6,13.78125191
2019,4,1,14.51124916
2019,4,2,16.36125214
2019,4,3,15.30625343
2019,4,4,21.00625038
2019,4,5,20.16249886
2019,4,6,15.21375313
2019,5,1,19.51624489
2019,5,2,17.98625069
2019,5,3,22.22750435
2019,5,4,21.1025013
2019,5,5,23.75999641
2019,5,6,20.50729307
2019,6,1,26.29749947
2019,6,2,23.89125252
2019,6,3,24.74375343
2019,6,4,25.39874916
2019,6,5,24.92249794
2019,6,6,26.68000221
2019,7,1,27.10374794
2019,7,2,24.06750221
2019,7,3,25.17999763
2019,7,4,27.83249855
2019,7,5,28.30250282
2019,7,6,27.98645846
2019,8,1,26.71624641
2019,8,2,26.20374947
2019,8,3,25.29999428
2019,8,4,26.45125313
2019,8,5,26.1650013
2019,8,6,24.45416832
2019,9,1,21.77124825
2019,9,2,24.15249672
2019,9,3,24.75749855
2019,9,4,19.7324955
2019,9,5,21.14625435
2019,9,6,22.25375099
2019,10,1,22.1137516
2019,10,2,17.0462513
2019,10,3,16.66624947
2019,10,4,14.25750008
2019,10,5,16.95375099
2019,10,6,12.75521151
2019,11,1,14.48750343
2019,11,2,12.37624395
2019,11,3,12.61000247
2019,11,4,8.236244415
2019,11,5,9.35125296
2019,11,6,3.118752989
2019,12,1,1.575001492
2019,12,2,4.882501242
2019,12,3,8.058752561
2019,12,4,3.142504888
2019,12,5,4.893748379
2019,12,6,2.123958795
2020,1,1,4.888754293
2020,1,2,2.682501204
2020,1,3,0.591250563
2020,1,4,0.401252695
2020,1,5,3.785000537
2020,1,6,1.60104393
2020,2,1,6.839991784
2020,2,2,5.093745439
2020,2,3,8.906254837
2020,2,4,2.850000046
2020,2,5,12.45124841
2020,2,6,7.37499401
2020,3,1,7.616249204
2020,3,2,11.04874761
2020,3,3,11.0087497
2020,3,4,15.33750191
2020,3,5,17.67250099
2020,3,6,6.959376374
2020,4,1,8.848747545
2020,4,2,13.33624606
2020,4,3,14.05625186
2020,4,4,15.57624855
2020,4,5,15.75000191
2020,4,6,20.36500282
2020,5,1,23.11124763
2020,5,2,20.43374672
2020,5,3,21.0574955
2020,5,4,22.89249763
2020,5,5,24.80625648
2020,5,6,24.13437589
2020,6,1,25.89250069
2020,6,2,25.85625038
2020,6,3,26.26500282
2020,6,4,23.74250221
2020,6,5,25.35125008
2020,6,6,26.17375069
2020,7,1,25.12374916
2020,7,2,25.94874763
2020,7,3,24.6537571
2020,7,4,24.69500313
2020,7,5,25.57874947
2020,7,6,25.46979332
2020,8,1,27.8387516
2020,8,2,26.8124958
2020,8,3,27.13625069
2020,8,4,26.5825016
2020,8,5,25.54124794
2020,8,6,24.41666603
2020,9,1,22.9262516
2020,9,2,23.12124672
2020,9,3,21.7962574
2020,9,4,19.90874825
2020,9,5,19.62374916
2020,9,6,20.24749947
2020,10,1,15.62875404
2020,10,2,15.37000313
2020,10,3,16.96624641
2020,10,4,13.2850071
2020,10,5,12.05250282
2020,10,6,15.61354256
2020,11,1,12.65375249
2020,11,2,11.60374489
2020,11,3,12.8587513
2020,11,4,14.05249822
2020,11,5,2.831246918
2020,11,6,1.841255153
2020,12,1,1.788751183
2020,12,2,4.417494124
2020,12,3,-0.214999455
2020,12,4,-0.101248209
2020,12,5,2.53000483
2020,12,6,-0.124997099
2021,1,1,-1.252499413
2021,1,2,-7.918753667
2021,1,3,5.169996685
2021,1,4,3.66374511
2021,1,5,5.399998438
2021,1,6,3.976038867
2021,2,1,6.469998198
2021,2,2,7.372499192
2021,2,3,10.86749911
2021,2,4,9.518753247
2021,2,5,11.21000392
2021,2,6,7.672914267
2021,3,1,6.642501941
2021,3,2,7.588749814
2021,3,3,12.44749942
2021,3,4,8.687497216
2021,3,5,8.071248007
2021,3,6,14.31250442
2021,4,1,11.3587513
2021,4,2,13.65499763
2021,4,3,16.51124763
2021,4,4,16.08124733
2021,4,5,16.74375191
2021,4,6,18.80375252
2021,5,1,19.23125038
2021,5,2,23.65374947
2021,5,3,22.39000282
2021,5,4,18.43374825
2021,5,5,22.56625404
2021,5,6,24.32083193
2021,6,1,23.71875038
2021,6,2,26.75499916
2021,6,3,26.33124886
2021,6,4,23.72250099
2021,6,5,26.7574955
2021,6,6,26.40250282
2021,7,1,25.93624763
2021,7,2,26.94499855
2021,7,3,27.22999611
2021,7,4,25.92624702
2021,7,5,25.76250038
2021,7,6,26.24478976
2021,8,1,26.6687458
2021,8,2,26.12749519
2021,8,3,24.22374916
2021,8,4,25.20999947
2021,8,5,25.23625526
2021,8,6,24.29687691
2021,9,1,24.40500374
2021,9,2,23.65000496
2021,9,3,24.23500099
2021,9,4,23.62375069
2021,9,5,25.96375008
2021,9,6,22.08375435
2021,10,1,25.35625191
2021,10,2,18.62500038
2021,10,3,16.5275013
2021,10,4,10.1649997
2021,10,5,9.788750017
2021,10,6,15.58645821
2021,11,1,16.37625313
2021,11,2,6.255008024
2021,11,3,9.283749628
2021,11,4,11.9762516
2021,11,5,4.616249071
2021,11,6,7.7187502
2021,12,1,3.242495666
2021,12,2,7.816247702
2021,12,3,6.1574967
2021,12,4,3.086253332
2021,12,5,2.372502071
2021,12,6,-1.542714179
2022,1,1,3.608752391
2022,1,2,2.327496283
2022,1,3,-0.912503073
2022,1,4,1.585000587
2022,1,5,3.18124842
2022,1,6,-1.052088184
2022,2,1,-1.591253698
2022,2,2,1.036248754
2022,2,3,2.546249324
2022,2,4,-0.378743022
2022,2,5,0.372502069
2022,2,6,8.187496593
2022,3,1,10.28500242
2022,3,2,12.80125616
2022,3,3,18.17624702
2022,3,4,8.212497056
2022,3,5,6.127499522
2022,3,6,12.55416549
2022,4,1,14.06499825
2022,4,2,21.27250099
2022,4,3,15.84000587
2022,4,4,15.73250008
2022,4,5,21.82375221
2022,4,6,15.57375219
2022,5,1,19.40749855
2022,5,2,19.09749947
2022,5,3,18.37875252
2022,5,4,20.38624458
2022,5,5,23.52999916
2022,5,6,24.49896177
2022,6,1,25.9374958
2022,6,2,25.63874855
2022,6,3,25.38374672
2022,6,4,28.22126045
2022,6,5,27.4400013
2022,6,6,26.4962513
2022,7,1,26.70750008
2022,7,2,27.29124794
2022,7,3,28.48125343
2022,7,4,27.03374977
2022,7,5,26.51000099
2022,7,6,26.09583728
2022,8,1,27.95000038
2022,8,2,28.11625862
2022,8,3,28.88624306
2022,8,4,28.00375099
2022,8,5,25.77374916
2022,8,6,22.10104307
2022,9,1,22.25125008
2022,9,2,23.5075016
2022,9,3,22.52499733
2022,9,4,22.09375801
2022,9,5,18.9124958
2022,9,6,23.0075016
2022,10,1,18.90624728
2022,10,2,11.2337482
2022,10,3,14.21874733
2022,10,4,13.38749578
2022,10,5,16.1762516
2022,10,6,14.55207761
2022,11,1,12.62250097
2022,11,2,16.22750282
2022,11,3,10.65875263
2022,11,4,11.81124611
2022,11,5,12.3387516
2022,11,6,6.871252619
2022,12,1,-0.421243306
2022,12,2,4.471252356
2022,12,3,1.248747216
2022,12,4,-1.536245735
2022,12,5,-1.093746962
2022,12,6,-0.451041956
2023,1,1,2.523747205
2023,1,2,6.440002513
2023,1,3,4.426254374
2023,1,4,0.595001176
2023,1,5,-0.662496981
2023,1,6,1.222915902
2023,2,1,3.141247544
2023,2,2,6.24250184
2023,2,3,3.444999704
2023,2,4,6.805000353
2023,2,5,3.728750545
2023,2,6,6.891664187
2023,3,1,11.26499975
2023,3,2,17.72374611
2023,3,3,12.00750456
2023,3,4,8.349997163
2023,3,5,10.73625059
2023,3,6,13.685414
2023,4,1,15.4825016
2023,4,2,15.04249763
2023,4,3,18.8187458
2023,4,4,22.2824955
2023,4,5,11.12749972
2023,4,6,17.0587513
2023,5,1,21.10000343
2023,5,2,16.2575016
2023,5,3,22.37375069
2023,5,4,24.00750465
2023,5,5,18.26875038
2023,5,6,23.85729281
2023,6,1,21.79250221
2023,6,2,25.90249825
2023,6,3,25.22500496
2023,6,4,25.14250526
2023,6,5,25.32124977
2023,6,6,25.6900013
2023,7,1,26.9262455
2023,7,2,28.32500496
2023,7,3,27.16875496
2023,7,4,26.01875496
2023,7,5,27.12749519
2023,7,6,26.23541578
2023,8,1,27.94125099
2023,8,2,26.13374977
2023,8,3,26.45249519
2023,8,4,26.23750191
2023,8,5,24.9650013
2023,8,6,22.27187665
2023,9,1,24.27625008
2023,9,2,25.68499947
2023,9,3,22.5325016
2023,9,4,23.53874855
2023,9,5,18.71124763
2023,9,6,21.14125099
2023,10,1,18.49125557
2023,10,2,16.57249794
2023,10,3,17.20125465
2023,10,4,16.98500252
2023,10,5,16.51999702
2023,10,6,18.90417163
2023,11,1,18.10500069
2023,11,2,11.01750209
2023,11,3,3.427496374
2023,11,4,7.902499533
2023,11,5,8.591253805
2023,11,6,5.386245853
2023,12,1,4.863752769
2023,12,2,11.43250299
2023,12,3,0.836251812
2023,12,4,-8.887499809
2023,12,5,-8.193751317
2023,12,6,1.05000582
