year,month,hou,1000hPa_air,925hPa_air,850hPa_air
2000,1,1,18.1075031280518,14.7187549591064,11.2412601470947
2000,1,2,14.474998831749,10.617502117157,8.83500385284424
2000,1,3,12.5400073051453,8.6487535238266,7.71625535488129
2000,1,4,5.47375789880753,2.06874995529652,0.473750286176801
2000,1,5,10.2587541878223,6.56625379920006,4.81250612474978
2000,1,6,2.54375732317567,-1.16457725812991,-3.65311666950583
2000,2,1,6.52750255465507,3.39500120580196,2.05125727839768
2000,2,2,9.00875723361969,5.43625483512878,2.73750604577363
2000,2,3,14.1037570953369,10.0587542057037,7.03500526547432
2000,2,4,13.8737567424774,9.9650072157383,8.450007802248
2000,2,5,10.2162523269653,6.44875646829605,4.78500829041004
2000,2,6,7.35937657952309,3.39688064903021,-0.0687412254046649
2000,3,1,13.7587512969971,9.85625791549683,7.32000739574432
2000,3,2,14.1925022125244,10.0312563419342,7.02750101089478
2000,3,3,15.2812549591064,11.2637576341629,8.847505402565
2000,3,4,17.8887607574463,13.5312595129013,10.8187564134598
2000,3,5,17.2275058746338,12.9912478923798,10.0187562942505
2000,3,6,22.2583408355713,18.7812557220459,15.2020842234294
2000,4,1,18.4762500762939,14.3112522125244,11.0362521648407
2000,4,2,18.9537540435791,14.7250034332275,11.528755569458
2000,4,3,19.6062534332275,15.6962558746338,12.7400074005127
2000,4,4,23.4312595367432,19.4375095367432,15.7875034332275
2000,4,5,22.60500831604,18.4350040435791,15.5287616729736
2000,4,6,21.0650043487549,16.922505569458,13.4550052642822
2000,5,1,23.635005569458,19.8762516021729,15.9250064849854
2000,5,2,24.71750831604,20.7362567901611,17.1812534332275
2000,5,3,26.912512588501,23.2925006866455,19.9662570953369
2000,5,4,22.6612522125244,18.9112522125244,15.3912494659424
2000,5,5,26.3625095367432,22.4000034332275,18.3612613677979
2000,5,6,25.975004196167,21.9322986602783,18.0572973887126
2000,6,1,27.6137577056885,23.6500034332275,20.1875080108643
2000,6,2,26.4625064849854,22.3537540435791,18.4475009918213
2000,6,3,22.3112506866455,18.5025043487549,14.5375095367432
2000,6,4,26.3162616729736,22.5849994659424,18.7912570953369
2000,6,5,27.4175098419189,23.3900058746338,19.6762531280518
2000,6,6,28.08625831604,24.2775089263916,20.4837558746338
2000,7,1,28.6812580108643,25.0987567901611,21.0950077056885
2000,7,2,28.2825046539307,24.6450031280518,20.6762561798096
2000,7,3,28.2800052642822,24.3975040435791,20.1325031280518
2000,7,4,29.010005569458,25.2025043487549,21.6775058746338
2000,7,5,27.8950046539307,23.9950061798096,20.4887577056885
2000,7,6,29.0229256947835,25.3864688873291,21.8572953542074
2000,8,1,27.2450061798096,23.2637622833252,19.1575046539307
2000,8,2,27.8387577056885,24.0750064849854,20.2700061798096
2000,8,3,28.9112567901611,25.30500831604,21.6962558746338
2000,8,4,27.7137577056885,24.0650058746338,20.208752822876
2000,8,5,27.7125019073486,24.177502822876,20.1762592315674
2000,8,6,26.4822953542074,22.7093779246012,18.5312557220459
2000,9,1,27.5775119781494,23.9012546539307,20.1337558746338
2000,9,2,21.7037616729736,17.57375831604,13.8225070953369
2000,9,3,22.5075046539307,19.0062564849854,14.6687564849854
2000,9,4,24.8262531280518,21.2275012969971,16.6800052642822
2000,9,5,25.5175037384033,21.78625831604,18.0700077056885
2000,9,6,25.3100040435791,21.5187580108643,17.8225070953369
2000,10,1,24.0187564849854,20.1225086212158,16.2575046539307
2000,10,2,25.0975040435791,21.5662509918213,17.5475070953369
2000,10,3,17.3637546539307,13.5500064373016,11.1187548398972
2000,10,4,17.7762561798096,13.7875080108643,11.6125049591064
2000,10,5,22.7537540435791,18.8100009918213,15.6787525177002
2000,10,6,18.1322956085205,14.3375034332275,11.7854213118553
2000,11,1,16.2525074005127,13.4187564849854,12.1325092077255
2000,11,2,17.5350116729736,13.8375049352646,11.3625049114227
2000,11,3,10.0625048398972,6.77875676602125,5.80500798113644
2000,11,4,10.3687518358231,6.83500525951385,5.63250431865454
2000,11,5,14.8937564849854,11.9400058031082,10.2962542533875
2000,11,6,16.7537525177002,12.8912540197372,10.4875018358231
2000,12,1,11.6437580108643,8.3362535238266,6.60500495433807
2000,12,2,15.6337558746338,12.6712527990341,9.45500206947327
2000,12,3,8.07375500798225,4.83375703431666,4.16375885009766
2000,12,4,12.7237521409988,9.47250693291426,7.0875062584877
2000,12,5,10.9987582445145,9.11125357151031,7.31000530719757
2000,12,6,13.3697973887126,10.2270881930987,7.03334075212479
2001,1,1,12.0887592077255,8.48500380516052,6.04750518798828
2001,1,2,11.4812532424927,7.89750689156353,5.82000744342804
2001,1,3,8.3825044631958,4.8887557387352,2.76000514030457
2001,1,4,13.3962558507919,9.76375906467438,7.19000253677368
2001,1,5,14.6687564194202,10.6300081789494,9.0762575507164
2001,1,6,7.37083725631237,3.91979367285967,2.32084295650323
2001,2,1,10.248758149147,6.49375461935997,4.85250402390957
2001,2,2,9.17376117706299,5.34500883817673,3.20750274062157
2001,2,3,9.04375779628754,5.36375736445189,3.01125939488411
2001,2,4,17.3512546539307,13.4975070953369,9.49500758647919
2001,2,5,16.2600024461746,12.0500048205256,8.90625935643911
2001,2,6,11.3125069538752,7.76042338212331,5.90834204355876
2001,3,1,15.9125064849854,12.5112567901611,8.70250720977783
2001,3,2,13.3825031042099,9.41250629425049,7.0200012922287
2001,3,3,18.7125034332275,14.9500049591064,11.6387591362
2001,3,4,18.4762561798096,14.2887500524521,11.8825061321259
2001,3,5,21.7187580108643,17.6312534332275,14.5350116252899
