year,month,hou,1000hPa_wind,925hPa_wind,850hPa_wind,1000hPa_azimuth,925hPa_azimuth,850hPa_azimuth,1000hPa_number,925hPa_number,850hPa_number
2000,1,1,3.47794750708834,5.00327261939975,4.3901876455272,86.9376282409008,119.656880945184,202.615127609249,4,5,8
2000,1,2,3.68961546819304,4.65439106511209,5.4992635897238,76.6175979898611,123.740382999724,240.967087727943,4,5,9
2000,1,3,3.76969599019807,4.1648721443656,6.26298362105255,61.5418169439504,107.069208582148,230.907137155069,3,5,9
2000,1,4,5.33103922349874,6.4603054947527,3.97030753695937,24.5362379780407,46.7116382504741,220.558452788929,2,3,8
2000,1,5,6.31900851583182,8.44764403743191,6.03688017779574,58.6340758332146,94.8793591836695,147.536258124994,3,4,6
2000,1,6,6.87860667752776,8.77149034799106,4.40678991583982,25.4847724900795,54.0419804593661,82.426236713225,2,3,4
2000,2,1,5.62033200578103,5.58834624386377,3.5056667130149,28.3603421131629,62.4490979774474,233.452867682869,2,3,9
2000,2,2,4.16484464985255,4.69510832152592,4.33583043795614,38.2964668774553,76.3742780281323,180.358347305752,2,4,7
2000,2,3,4.32330314055945,4.4625648327482,4.21331510008714,59.579739218809,94.8018528147207,234.366202789668,3,4,9
2000,2,4,3.75701540959903,5.29129301332789,9.08637361305106,108.019156742347,139.164266567332,229.308093027705,5,6,9
2000,2,5,5.7575543447674,5.61752212437104,7.22655055693289,37.6472871283506,77.3776783307935,192.685479141991,2,4,7
2000,2,6,5.83867293029531,7.25377777654141,3.24186548189579,27.8877697822273,60.3725657852702,158.094615641475,2,3,6
2000,3,1,3.71371337725198,4.49446988163988,4.77152150796803,51.4021265223964,109.785329575214,195.044420922664,3,5,8
2000,3,2,4.72490860765606,5.37175992604635,3.4666499811712,53.0369694909022,86.2245212790077,222.776345284404,3,4,8
2000,3,3,3.49216763063151,3.08510229433919,7.84193978719924,69.772324141456,124.217660319591,240.187685625702,3,5,9
2000,3,4,4.03668711468093,5.38747045085798,5.43607376435741,78.3177534948511,120.29085585265,223.186898529661,4,5,8
2000,3,5,3.77357134352626,4.74686248684666,3.5101069171734,61.986388741514,91.9544991616607,186.990677910525,3,4,7
2000,3,6,2.66920552802598,5.08715000736591,6.23605145624028,158.917690376881,131.485199158216,205.984945774929,6,5,8
2000,4,1,3.03072888959739,3.77609923550383,5.16898613754895,57.3233618368924,80.8437519292791,199.833542046075,3,4,8
2000,4,2,4.22896215678449,5.16997484839098,4.53984253619633,60.3562767914441,108.522643325019,179.283841291112,3,5,7
2000,4,3,3.24452709528556,5.48237671820256,7.41972883271904,139.891817596909,170.768680079055,198.106904840445,6,7,8
2000,4,4,2.73196902337243,5.24171463703705,7.17577245316828,142.496878183817,174.861794822166,188.789921945212,6,7,7
2000,4,5,2.49135321527132,4.74889300473363,8.27456340093198,96.3260463458433,172.275104384741,224.900118446135,4,7,8
2000,4,6,2.51637235339013,4.3066079638984,7.22691464485686,176.090495854491,207.887268358114,241.62419511485,7,8,9
2000,5,1,2.15454136031565,3.0213841545919,2.81228747437438,91.0462496312159,121.243092862611,242.342847049186,4,5,9
2000,5,2,2.49908511664459,4.49034911667135,4.36661591917412,138.937052255652,97.4444328381395,134.804450672558,6,4,5
2000,5,3,2.5582562366204,4.81960351876158,5.31697184805575,84.6866980371888,120.185075844252,111.340339794238,4,5,5
2000,5,4,3.12562237113026,4.98693702531162,4.08071057047004,32.8570813305044,59.6909372307223,78.3288658654752,2,3,4
2000,5,5,3.4776131568742,6.37620256845107,6.41344572720578,114.996701808459,137.657674320812,151.48991547543,5,6,6
2000,5,6,2.20028029278363,5.26697266701541,6.76756059405762,158.329834023824,192.490191816639,216.885213342261,6,7,8
2000,6,1,2.42944863528415,5.719037458367,7.35216612866828,201.68367980378,216.253772051881,227.150169610677,8,8,9
2000,6,2,3.77518168389203,7.94576627752361,10.9011216402108,198.717369807019,215.408904440627,232.708774057502,8,8,9
2000,6,3,2.70392276460328,4.30683961147993,3.81863583153077,144.683282302762,96.1116113221142,174.843652923701,6,4,7
2000,6,4,2.8546085110454,5.44989065769202,5.9226873604012,114.307628320895,136.490634512573,148.112283586124,5,6,6
2000,6,5,5.216879018026,10.9093185261077,14.7649083767904,175.673161292989,192.122201711294,207.826769878857,7,7,8
2000,6,6,2.03063850079965,4.84093842357605,5.32496234116447,197.602481413863,207.88584491228,206.149469717376,8,8,8
2000,7,1,2.56762331358039,4.133843807801,4.55248462049762,72.4586637785189,91.1503587563531,87.1920202894058,3,4,4
2000,7,2,2.30870155146014,3.64533000088606,4.16793008309385,95.714535225553,51.0207844002444,52.2597887765551,4,3,3
2000,7,3,3.30543968243793,6.9677982613042,8.96450328176709,111.896869533385,129.468597745112,137.577359655581,5,5,6
2000,7,4,4.73278490109817,8.50204951664089,9.98910890811055,146.967426759382,160.299494134582,170.438202555023,6,6,7
2000,7,5,2.55426961864584,5.33618099561946,5.08197451753506,198.292216650487,209.229325904305,218.08517762553,8,8,8
2000,7,6,3.2872865727442,5.67876409970279,4.7969081433098,221.170467991427,243.890319809306,262.356303464065,8,9,10
2000,8,1,2.99188149279659,5.86054048659708,6.16139105714783,180.220460351416,205.871508344996,223.507084023101,7,8,8
2000,8,2,2.44465844649006,4.07367195583256,2.99979173257732,197.046802020137,222.491890688572,220.081468515043,8,8,8
2000,8,3,3.29016975663522,5.88128832623248,4.97406365558173,208.525179391444,232.0450531518,253.69199233993,8,9,9
2000,8,4,2.07681632724898,4.48564345925253,4.45899103285812,169.949828981107,188.504537641442,202.20565056018,7,7,8
